metric,n_samples,r2_linear,r2_tree,r2_forest,tipping_point_km,slope,delta
shannon_diversity,499,0.004133927014401628,0.0749342002745298,0.13431334065790512,195.12568369863607,0.15014572982402935,0.07080027326012817
evenness,499,0.01723001483514308,0.16849275893118654,0.21718744442540439,144.40893705320778,0.026447332054466633,0.15126274409604346
