sample_id,latitude,longitude,distance_km,log_distance,shannon_diversity,evenness
Micro_P_0000275,-2.28,-55.22,1400.4285347746995,3.146570956006872,4.985081823666718,0.7893585482351199
Micro_P_0000276,-2.28,-55.22,1400.4285347746995,3.146570956006872,4.53685420288799,0.6878419003307971
Micro_P_0000277,-2.28,-55.22,1400.4285347746995,3.146570956006872,4.929043823720342,0.8631655406369704
Micro_P_0000278,-2.28,-55.22,1400.4285347746995,3.146570956006872,4.697816982629683,0.808415591414393
Micro_P_0000279,-2.28,-55.22,1400.4285347746995,3.146570956006872,4.656156813553682,0.7632644866891491
Micro_P_0000280,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.7017524878462025,0.7834295976392782
Micro_P_0000282,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.769858688418488,0.7954618112444886
Micro_P_0000283,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.997262871536636,0.803313657328354
Micro_P_0000284,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.47291952983045,0.7883601252240843
Micro_P_0000285,-3.83,-60.3,1619.3959933477681,3.209621160659967,6.002667639287311,0.8273966846378257
Micro_P_0000286,-3.83,-60.3,1619.3959933477681,3.209621160659967,6.051304187222412,0.8249190461425703
Micro_P_0000289,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.6415625769161295,0.7619953828206876
Micro_P_0000290,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.2397327241892615,0.7283033867185704
Micro_P_0000291,-3.83,-60.3,1619.3959933477681,3.209621160659967,7.0770862433828094,0.8751493885564944
Micro_P_0000292,-3.83,-60.3,1619.3959933477681,3.209621160659967,6.521596618916011,0.8559938498550627
Micro_P_0000293,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.924262971639397,0.7963190728738946
Micro_P_0000296,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.344565961804306,0.837690174584224
Micro_P_0000297,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.213582180460138,0.8000963322630931
Micro_P_0000300,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.204577554660801,0.8432971548950656
Micro_P_0000301,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.60827057792941,0.8215159548328672
Micro_P_0000302,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.203121921608285,0.7263711715575937
Micro_P_0000303,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.621416435597858,0.7561503653489177
Micro_P_0000304,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.12094389991371,0.7036923974943629
Micro_P_0000305,-3.83,-60.3,1619.3959933477681,3.209621160659967,6.279941948605401,0.8223315168733928
Micro_P_0000306,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.337385106158131,0.7437563818765313
Micro_P_0000309,-3.83,-60.3,1619.3959933477681,3.209621160659967,6.020919151320573,0.8660984579089949
Micro_P_0000310,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.833469968470223,0.8968652391824037
Micro_P_0000311,-3.83,-60.3,1619.3959933477681,3.209621160659967,6.030592284585861,0.8452255836909314
Micro_P_0000312,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.408851634343606,0.7919494851851324
Micro_P_0000313,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.417867556931016,0.7917752924491178
Micro_P_0000314,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.693382738144368,0.7878796102058845
Micro_P_0000316,-3.83,-60.3,1619.3959933477681,3.209621160659967,6.218252033600634,0.8711387518652841
Micro_P_0000317,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.257997923295303,0.819211430913806
Micro_P_0000318,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.6988870166239725,0.7839368126757286
Micro_P_0000319,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.797628960563356,0.8641177485086563
Micro_P_0000324,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.457474317574571,0.7479667223525618
Micro_P_0000325,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.591318731941026,0.7857851448816354
Micro_P_0000326,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.405361071238003,0.6239467201465776
Micro_P_0000327,-3.83,-60.3,1619.3959933477681,3.209621160659967,3.8841079117027233,0.588634174001921
Micro_P_0000328,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.166585792451008,0.6309238696019768
Micro_P_0000329,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.7474150061866895,0.7059317854441314
Micro_P_0000330,-3.83,-60.3,1619.3959933477681,3.209621160659967,3.4261858285067244,0.5701934346714691
Micro_P_0000331,-3.83,-60.3,1619.3959933477681,3.209621160659967,3.7257623730299594,0.5899526791880767
Micro_P_0000332,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.82875154456806,0.7214280653211214
Micro_P_0000333,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.367160390806037,0.8055010511850453
Micro_P_0000336,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.947674383418412,0.6722288708931129
Micro_P_0000337,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.8196903489172485,0.6778863655776518
Micro_P_0000340,-3.83,-60.3,1619.3959933477681,3.209621160659967,6.071116302047347,0.8347365610863654
Micro_P_0000341,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.94314037669133,0.8194312779221864
Micro_P_0000342,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.708375196396463,0.7862971124307165
Micro_P_0000343,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.44670380354933,0.6758677637102668
Micro_P_0000344,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.494706707055091,0.7879361598077859
Micro_P_0000345,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.812993277727718,0.6917707648549306
Micro_P_0000346,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.226024581462413,0.781361755614568
Micro_P_0000347,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.758412929760175,0.7082011629422885
Micro_P_0000350,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.33036929223829,0.7377182146708544
Micro_P_0000281,-3.83,-60.3,1619.3959933477681,3.209621160659967,6.675651044031804,0.826392045932095
Micro_P_0000287,-3.83,-60.3,1619.3959933477681,3.209621160659967,6.331189981132287,0.8909907877560156
Micro_P_0000288,-3.83,-60.3,1619.3959933477681,3.209621160659967,6.310146237413128,0.8216642616170202
Micro_P_0000294,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.592889387516027,0.7914689775175768
Micro_P_0000295,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.192295105654773,0.7780703230597231
Micro_P_0000298,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.5199165310732585,0.8482681660515959
Micro_P_0000299,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.399053506496189,0.8818390930743163
Micro_P_0000307,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.932159675828501,0.7943499577095334
Micro_P_0000308,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.497036827056116,0.8179846344550964
Micro_P_0000315,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.568594434921042,0.8228627294116494
Micro_P_0000321,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.529871604377263,0.895099000944438
Micro_P_0000323,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.618607568127156,0.8785578950801392
Micro_P_0000334,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.317027295656526,0.7879894943940782
Micro_P_0000335,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.745282672840304,0.8039263841763751
Micro_P_0000338,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.183516103411966,0.7033645783514997
Micro_P_0000339,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.715983167390302,0.8179228987366185
Micro_P_0000348,-3.83,-60.3,1619.3959933477681,3.209621160659967,4.275785360539625,0.6963950745603631
Micro_P_0000349,-3.83,-60.3,1619.3959933477681,3.209621160659967,5.02058082386486,0.7869097803103426
Micro_P_0000001,-20.88,-48.24,26.91482964726322,1.445834981873738,4.537236970530554,0.7003519669045022
Micro_P_0000006,-23.85,-49.15,29.855408528503663,1.489331300888156,3.405193084608097,0.5630864090698524
Micro_P_0000019,-20.31,-49.73,3.2576675122140983,0.6291717437043033,4.303305324000128,0.7188406956577049
Micro_P_0000023,-21.57,-48.81,24.42137303687861,1.405199003583688,5.147483029997042,0.7465887418188903
Micro_P_0000024,-21.57,-48.81,24.42137303687861,1.405199003583688,5.040098878299169,0.6903797886143715
Micro_P_0000099,-21.32,-49.75,12.738957853009138,1.1379537912495425,4.222731053716483,0.6851396023049465
Micro_P_0000101,-21.32,-49.75,12.738957853009138,1.1379537912495425,4.4024517370812735,0.68893363590687
Micro_P_0000104,-21.32,-49.75,12.738957853009138,1.1379537912495425,5.544978719504078,0.7444007481316877
Micro_P_0000106,-21.32,-49.75,12.738957853009138,1.1379537912495425,5.966089545212496,0.7991380926887939
Micro_P_0000116,-21.32,-49.75,12.738957853009138,1.1379537912495425,2.6604555499185416,0.4880639849785414
Micro_P_0000119,-21.32,-49.75,12.738957853009138,1.1379537912495425,4.761278279932678,0.7691495453415398
Micro_P_0000121,-21.32,-49.75,12.738957853009138,1.1379537912495425,4.8285196328667865,0.7821002463650435
Micro_P_0000131,-21.32,-49.75,12.738957853009138,1.1379537912495425,5.388414135568884,0.835967787393297
Micro_P_0000133,-21.32,-49.75,12.738957853009138,1.1379537912495425,3.462748756204943,0.5105648332588999
Micro_P_0000134,-21.32,-49.75,12.738957853009138,1.1379537912495425,4.231757159139319,0.6292544222538377
Micro_P_0000136,-21.32,-49.75,12.738957853009138,1.1379537912495425,5.075960296318342,0.6862235455468408
Micro_P_0000138,-21.32,-49.75,12.738957853009138,1.1379537912495425,4.7638196070864565,0.759203232084262
Micro_P_0000035,-22.62,-49.98,28.61242338023894,1.4714739500302734,5.5389104855878,0.6533086565210062
Micro_P_0000036,-22.62,-49.98,28.61242338023894,1.4714739500302734,5.315378323898697,0.706251922137136
Micro_P_0000037,-22.18,-51.09,113.19624243412169,2.057651813918811,5.384883739920896,0.6496983404825264
Micro_P_0000038,-22.18,-51.09,113.19624243412169,2.057651813918811,5.120701282414658,0.7273169256721348
Micro_P_0000065,-22.32,-48.05,33.79365018888766,1.541499992810094,4.868866700474244,0.694887752763316
Micro_P_0000066,-22.71,-48.57,19.737973671093652,1.3167663187620313,4.010348354388714,0.6690647584281826
Micro_P_0000067,-22.44,-48.91,18.803630098315207,1.2967448057749353,3.977934639604912,0.67455161063977
Micro_P_0000068,-21.66,-48.1,6.639822256157085,0.8830832546400709,3.820466897219056,0.5867039793197034
Micro_P_0000069,-22.01,-47.18,22.38740184734634,1.3689819778572778,5.116532830803557,0.6984885713821122
Micro_P_0000070,-22.01,-47.18,22.38740184734634,1.3689819778572778,5.514348572220326,0.6737539624973254
Micro_P_0000072,-21.17,-47.86,8.717781795735599,0.9875671431349026,3.756254105698698,0.5675180899341966
Micro_P_0000075,-19.99,-47.49,34.17339754775812,1.5462143206904684,3.918343096861811,0.6269373789463616
Micro_P_0000076,-20.61,-47.66,18.141703403282918,1.2819805826429735,1.994868009065496,0.32749409366529586
Micro_P_0000077,-20.49,-48.6,5.317480908602045,0.8005439381580288,4.852443677455747,0.7353848659466957
Micro_P_0000078,-20.49,-48.6,5.317480908602045,0.8005439381580288,5.511573987941521,0.6841483322426332
Micro_P_0000087,-22.33,-49.01,3.1373109814061997,0.6167181659118899,4.696802554169073,0.6500331599854604
Micro_P_0000090,-20.54,-47.81,20.135342120124538,1.325009282194831,4.769644929962982,0.6407657751628318
Micro_P_0000091,-22.53,-48.52,7.227674635080323,0.9152771091064086,4.461489409356252,0.7238782296882943
Micro_P_0000093,-22.53,-48.52,7.227674635080323,0.9152771091064086,4.954823111871583,0.7197084346733936
Micro_P_0000096,-22.53,-48.52,7.227674635080323,0.9152771091064086,4.8072414243600985,0.7432692257228272
Micro_P_0000098,-22.53,-48.52,7.227674635080323,0.9152771091064086,4.7327711961947685,0.8036796193912972
Micro_P_0000102,-22.53,-48.52,7.227674635080323,0.9152771091064086,5.754326887412111,0.8069567419697878
Micro_P_0000108,-22.53,-48.52,7.227674635080323,0.9152771091064086,5.678627537546452,0.7569296694619757
Micro_P_0000111,-22.53,-48.52,7.227674635080323,0.9152771091064086,5.505448424197598,0.7290331341024866
Micro_P_0000113,-22.53,-48.52,7.227674635080323,0.9152771091064086,4.551722442963294,0.7370175303144665
Micro_P_0000123,-22.53,-48.52,7.227674635080323,0.9152771091064086,4.508724622206338,0.714751785187328
Micro_P_0000125,-22.53,-48.52,7.227674635080323,0.9152771091064086,5.101709179686848,0.6885137446489721
Micro_P_0000126,-22.53,-48.52,7.227674635080323,0.9152771091064086,5.112001231909368,0.7529860817562198
Micro_P_0000128,-22.53,-48.52,7.227674635080323,0.9152771091064086,4.926453311034335,0.7412223672426208
Micro_P_0000092,-21.11,-50.18,37.13756521559157,1.5813529632987056,5.014758219479982,0.7558455680957504
Micro_P_0000094,-21.11,-50.18,37.13756521559157,1.5813529632987056,4.637045491897949,0.7845043183093062
Micro_P_0000095,-21.11,-50.18,37.13756521559157,1.5813529632987056,4.930793551795598,0.733330819170946
Micro_P_0000097,-21.11,-50.18,37.13756521559157,1.5813529632987056,4.107887435159496,0.7094845756983693
Micro_P_0000107,-21.11,-50.18,37.13756521559157,1.5813529632987056,5.662955183019182,0.7706856937554177
Micro_P_0000109,-21.11,-50.18,37.13756521559157,1.5813529632987056,5.232512294720499,0.7197093683188732
Micro_P_0000110,-21.11,-50.18,37.13756521559157,1.5813529632987056,6.149971865150054,0.785155495290222
Micro_P_0000112,-21.11,-50.18,37.13756521559157,1.5813529632987056,5.496006478137872,0.7410633766274511
Micro_P_0000114,-21.11,-50.18,37.13756521559157,1.5813529632987056,4.564182389406373,0.7653427792975454
Micro_P_0000124,-21.11,-50.18,37.13756521559157,1.5813529632987056,2.7685434796515844,0.44783329919064246
Micro_P_0000127,-21.11,-50.18,37.13756521559157,1.5813529632987056,5.702199455538988,0.769617282486161
Micro_P_0000129,-21.11,-50.18,37.13756521559157,1.5813529632987056,4.004945599720099,0.6471840115520305
Micro_P_0000130,-21.11,-50.18,37.13756521559157,1.5813529632987056,3.897121727495347,0.6327425509234669
Micro_P_0000137,-21.11,-50.18,37.13756521559157,1.5813529632987056,5.507758514985903,0.7362336966910098
Micro_P_0000100,-20.67,-51.28,143.84792906119333,2.1609122903321483,4.414460894435919,0.6862275772501744
Micro_P_0000103,-20.67,-51.28,143.84792906119333,2.1609122903321483,5.26087506118208,0.7451161633393716
Micro_P_0000105,-20.67,-51.28,143.84792906119333,2.1609122903321483,4.992983760572525,0.7230179765761053
Micro_P_0000115,-20.67,-51.28,143.84792906119333,2.1609122903321483,4.378569194119917,0.7795527213026266
Micro_P_0000117,-20.67,-51.28,143.84792906119333,2.1609122903321483,5.055634683122523,0.8140332045892343
Micro_P_0000118,-20.67,-51.28,143.84792906119333,2.1609122903321483,4.868909548748627,0.7969736833853279
Micro_P_0000120,-20.67,-51.28,143.84792906119333,2.1609122903321483,1.802591647959629,0.3411929087940393
Micro_P_0000122,-20.67,-51.28,143.84792906119333,2.1609122903321483,4.045224187358317,0.7773287834936676
Micro_P_0000132,-20.67,-51.28,143.84792906119333,2.1609122903321483,2.7508586139582105,0.431390372589926
Micro_P_0000135,-20.67,-51.28,143.84792906119333,2.1609122903321483,4.28255616740786,0.6381851455627149
Micro_P_0000497,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.784794376526644,0.7544469840016824
Micro_P_0000498,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.435806411980396,0.7121776632364999
Micro_P_0000499,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.932078582891696,0.7706062802999821
Micro_P_0000500,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.986711832100239,0.7841267253243279
Micro_P_0000501,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.7463395271884,0.7449197535864406
Micro_P_0000502,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.757052138966046,0.7572190628989844
Micro_P_0000503,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.8661661127983376,0.7827689310971688
Micro_P_0000504,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.764916817725549,0.7867074023637779
Micro_P_0000505,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.777140993819253,0.772481561823306
Micro_P_0000506,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.507348493012183,0.7471049355678344
Micro_P_0000507,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.605938750960888,0.7771210119341352
Micro_P_0000508,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.5066346186083575,0.7206200800167154
Micro_P_0000509,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.756030503506225,0.7621506839616435
Micro_P_0000510,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.706893480042835,0.7718655533285482
Micro_P_0000511,-22.17,-47.9,11.13069991275011,1.0838858593559293,4.636162687535354,0.7294027941351403
Micro_P_0000002,-23.29,-47.65,5.13231597221951,0.7876245241105823,3.941909529056084,0.5806342518843255
Micro_P_0000003,-23.19,-48.12,2.2628585903386,0.5135982522229289,4.374765433308197,0.6520445654936224
Micro_P_0000004,-23.04,-48.05,5.994704588944808,0.8447693774268016,4.758489396781735,0.7421435228046974
Micro_P_0000005,-22.96,-49.29,5.990071436810088,0.8444816141511026,3.907359160333587,0.5950287915382836
Micro_P_0000007,-24.32,-49.15,63.06647242518164,1.806630811888624,3.1353510005931526,0.5611618870549555
Micro_P_0000008,-24.22,-48.77,50.519426413061865,1.7119710191997988,2.900432037451908,0.450311459527639
Micro_P_0000009,-24.01,-48.34,3.8962863837171007,0.6898668117581401,4.08568605235796,0.6561731295200909
Micro_P_0000010,-19.98,-50.14,25.430884568400536,1.4221116980067277,2.581271443915924,0.43321373968786053
Micro_P_0000011,-19.99,-50.62,74.47545847345184,1.8778057598122002,3.5896637534127125,0.5141359693835914
Micro_P_0000012,-20.36,-50.96,109.07570434246385,2.041691473064716,4.131153031285388,0.5845430969241457
Micro_P_0000013,-22.47,-46.63,6.005213149874216,0.8454213542407585,4.821611331632795,0.7038719017267194
Micro_P_0000014,-22.83,-45.64,20.448081139724632,1.3313884439470358,4.21536832145105,0.6212237674878819
Micro_P_0000015,-22.85,-45.26,3.1532334996594815,0.618386348341508,4.365855352569753,0.6809075320422487
Micro_P_0000016,-22.69,-44.35,10.207728702185808,1.0495176097358128,3.46837892466555,0.5774517136277632
Micro_P_0000017,-23.04,-45.01,32.21175760230488,1.521291859542506,4.454086517333955,0.759981058428704
Micro_P_0000018,-21.18,-48.74,13.693335579456814,1.1671203975132876,3.1896920890298697,0.4634538421120466
Micro_P_0000020,-20.81,-49.48,5.677448745561417,0.8246105631695948,4.777864654275192,0.7397978310607669
Micro_P_0000021,-20.81,-49.48,5.677448745561417,0.8246105631695948,5.338374296144714,0.700734883578803
Micro_P_0000022,-21.32,-49.51,15.983828321890394,1.230035591189001,3.5138084150936764,0.6186094432263614
Micro_P_0000025,-21.51,-49.9,30.604767951005506,1.4997526059921218,4.1527716223586,0.6835448715362201
Micro_P_0000026,-21.07,-49.67,4.343673721208897,0.7278399327376043,4.009703146663552,0.6974133019766302
Micro_P_0000027,-20.94,-50.51,61.99732975542146,1.7993221415636969,4.987813927944261,0.7702672772859869
Micro_P_0000028,-20.94,-50.51,61.99732975542146,1.7993221415636969,5.181476720829696,0.7084436552147856
Micro_P_0000029,-21.24,-50.73,93.2721073490519,1.9743832153643908,5.25940426080845,0.7245943260988692
Micro_P_0000030,-21.24,-50.73,93.2721073490519,1.9743832153643908,5.138488419284132,0.706574109654656
Micro_P_0000031,-21.53,-51.36,152.38743700090157,2.1857897907432524,4.496176180131343,0.6780863930054413
Micro_P_0000032,-21.57,-50.6,74.97180203199501,1.8806524278821037,4.3118580824199775,0.689051954560429
Micro_P_0000033,-21.92,-50.57,67.45555482994317,1.8354086947506678,4.505394833816252,0.7335342552159867
Micro_P_0000034,-22.09,-49.72,10.87038636355092,1.0744648548288451,3.3546357460319447,0.5861074285219661
Micro_P_0000039,-21.89,-51.82,191.83845919484548,2.28519365275367,4.799820478557098,0.6903506125279064
Micro_P_0000040,-22.2,-52.33,241.01407504037334,2.3838406243879184,4.62649364676304,0.6142378525840752
Micro_P_0000041,-22.46,-51.76,184.2400224524019,2.267734824961424,3.99518617901036,0.5436672234216496
Micro_P_0000042,-22.71,-51.14,119.43307331829514,2.080745769207467,4.535585036727181,0.7356492526478703
Micro_P_0000043,-23.42,-45.04,8.37192995042764,0.971829033845494,5.613543748377642,0.6568192574965485
Micro_P_0000045,-23.59,-45.35,1.497757562717211,0.3975502826034709,5.120147088297202,0.6883413671285519
Micro_P_0000046,-23.59,-45.35,1.497757562717211,0.3975502826034709,5.399473672079303,0.6912150459211969
Micro_P_0000047,-23.93,-46.21,6.664373513783972,0.8844766613918028,4.8317548495651605,0.6446171451962155
Micro_P_0000048,-23.93,-46.21,6.664373513783972,0.8844766613918028,5.404832585512844,0.657965245422421
Micro_P_0000049,-24.09,-46.62,29.05320389966651,1.477890777895307,4.577994660011587,0.7445748176096483
Micro_P_0000050,-24.09,-46.62,29.05320389966651,1.477890777895307,5.001539679982725,0.6618462873775943
Micro_P_0000051,-24.09,-46.62,29.05320389966651,1.477890777895307,4.714085681260563,0.6509295872940375
Micro_P_0000052,-24.27,-47.27,63.92823170500781,1.8124335751934868,3.6652783754284695,0.6885725162630143
Micro_P_0000053,-24.6,-48.58,72.94062642548195,1.868883125598431,3.5658372411607564,0.6123663294371084
Micro_P_0000054,-24.54,-48.73,73.41170073781848,1.8716412307922072,5.381274090221674,0.6797591020746112
Micro_P_0000055,-24.54,-48.73,73.41170073781848,1.8716412307922072,5.22459602155473,0.662382296097705
Micro_P_0000056,-24.57,-49.18,87.50101543292853,1.9469482536852567,3.889681703482104,0.6611369302306004
Micro_P_0000057,-24.57,-48.18,68.01459464137083,1.8389409414904718,5.214798980096127,0.7080341404920107
Micro_P_0000058,-24.57,-48.18,68.01459464137083,1.8389409414904718,5.317010371202075,0.6849526032211941
Micro_P_0000086,-24.53,-48.12,65.65409226613687,1.8238268183266673,4.403810533329857,0.6343576960333314
Micro_P_0000059,-23.42,-46.02,6.507572767893528,0.8754995503337509,3.613222102561048,0.5827299018743732
Micro_P_0000060,-23.35,-46.83,6.653179225217879,0.8838418839307502,4.812898496130232,0.6983690885178266
Micro_P_0000061,-23.35,-46.83,6.653179225217879,0.8838418839307502,4.913141190539196,0.705109818203238
Micro_P_0000062,-24.48,-47.55,75.46182461029579,1.8834446573859687,4.628281454226743,0.7440261016508236
Micro_P_0000063,-24.48,-47.55,75.46182461029579,1.8834446573859687,5.151005125575178,0.6903846529245993
Micro_P_0000071,-22.48,-47.41,10.308214759723462,1.0533940477903483,4.537497927930205,0.647177212978631
Micro_P_0000073,-23.16,-47.13,5.340962012428892,0.802155151414066,7.430765473537373,0.8737437820054541
Micro_P_0000074,-22.63,-47.06,8.193080006687385,0.9634610397655325,4.072566014801022,0.5764621268439731
Micro_P_0000079,-23.61,-47.23,3.469296273458283,0.6502391453659203,4.697158845364806,0.6267068008861411
Micro_P_0000080,-23.55,-47.96,6.450923175742942,0.8722100855391879,4.441887395311872,0.6355235836140013
Micro_P_0000081,-22.88,-46.4,4.59856311432108,0.7480765785072216,4.617022009569769,0.6671349747976514
Micro_P_0000084,-22.1,-51.49,154.89393163294963,2.192829210059799,4.951733773710377,0.7203361638430332
Micro_P_0000085,-23.93,-47.06,26.273908522963264,1.4357473795375921,4.714085681260563,0.6509295872940375
Micro_P_0000088,-21.42,-48.51,14.589546748685269,1.1928334886714325,4.879242945302772,0.6479325286546599
Micro_P_0000089,-21.98,-46.67,31.095525981319938,1.5064444972944224,4.7729659394012245,0.6780108275386807
Micro_P_0000352,-31.71,-60.76,327.0874410277761,2.5159896061960834,5.21300407895566,0.7967942561196458
Micro_P_0000353,-31.71,-60.76,327.0874410277761,2.5159896061960834,4.440080773715765,0.7289205211476268
Micro_P_0000354,-31.74,-60.74,329.26617716633933,2.518864099509896,5.276161030052895,0.7855410677525544
Micro_P_0000355,-31.74,-60.74,329.26617716633933,2.518864099509896,5.282789409033983,0.8169921389529125
Micro_P_0000356,-31.72,-60.73,330.0139000676284,2.5198462312256256,5.60686538705372,0.831815040937924
Micro_P_0000357,-31.75,-60.76,327.48376607920284,2.5165139112582513,5.657720231605143,0.8371768444342337
Micro_P_0000358,-31.75,-60.8,323.7116227849863,2.511497834117358,5.615319135693252,0.7934045468032884
Micro_P_0000359,-31.78,-60.69,334.41384002148425,2.5255809787260928,5.558780068689638,0.8246812704079791
Micro_P_0000360,-31.78,-60.69,334.41384002148425,2.5255809787260928,5.856816999598927,0.8408829057223481
Micro_P_0000361,-31.82,-60.71,333.0208517779441,2.5237735791751317,5.909546666244992,0.8557425134946942
Micro_P_0000362,-31.82,-60.71,333.0208517779441,2.5237735791751317,5.45103598519357,0.8335445121737398
Micro_P_0000363,-31.83,-60.71,333.15274390920905,2.523945031701626,5.6609884653310285,0.8366580055757701
