sample_id,latitude,longitude,shannon_diversity,pielou_evenness,species_richness,dominant_phylum
Micro_P_0000097,-21.11,-50.18,4.107887435159496,0.7094845756983693,327,Unknown
Micro_P_0000107,-21.11,-50.18,5.662955183019182,0.7706856937554177,1553,Unknown
Micro_P_0000109,-21.11,-50.18,5.232512294720499,0.7197093683188732,1437,Unknown
Micro_P_0000110,-21.11,-50.18,6.149971865150054,0.785155495290222,2522,Unknown
Micro_P_0000112,-21.11,-50.18,5.496006478137872,0.7410633766274511,1663,Unknown
Micro_P_0000114,-21.11,-50.18,4.564182389406373,0.7653427792975454,389,Unknown
Micro_P_0000124,-21.11,-50.18,2.7685434796515844,0.44783329919064246,484,Unknown
Micro_P_0000127,-21.11,-50.18,5.702199455538988,0.769617282486161,1651,Unknown
Micro_P_0000129,-21.11,-50.18,4.004945599720099,0.6471840115520305,487,Unknown
Micro_P_0000130,-21.11,-50.18,3.897121727495347,0.6327425509234669,473,Unknown
Micro_P_0000137,-21.11,-50.18,5.507758514985903,0.7362336966910098,1774,Unknown
Micro_P_0000100,-20.67,-51.28,4.414460894435919,0.6862275772501744,622,Unknown
Micro_P_0000103,-20.67,-51.28,5.26087506118208,0.7451161633393716,1165,Unknown
Micro_P_0000105,-20.67,-51.28,4.992983760572525,0.7230179765761053,998,Unknown
Micro_P_0000115,-20.67,-51.28,4.378569194119917,0.7795527213026266,275,Unknown
Micro_P_0000117,-20.67,-51.28,5.055634683122523,0.8140332045892343,498,Unknown
Micro_P_0000118,-20.67,-51.28,4.868909548748627,0.7969736833853279,450,Unknown
Micro_P_0000120,-20.67,-51.28,1.8025916479596291,0.34119290879403935,197,Unknown
Micro_P_0000122,-20.67,-51.28,4.045224187358317,0.7773287834936676,182,Unknown
Micro_P_0000132,-20.67,-51.28,2.7508586139582105,0.431390372589926,588,Unknown
Micro_P_0000135,-20.67,-51.28,4.28255616740786,0.6381851455627149,821,Unknown
Micro_P_0000497,-22.17,-47.9,4.784794376526644,0.7544469840016824,568,Unknown
Micro_P_0000498,-22.17,-47.9,4.435806411980396,0.7121776632364999,507,Unknown
Micro_P_0000499,-22.17,-47.9,4.932078582891696,0.7706062802999821,602,Unknown
Micro_P_0000500,-22.17,-47.9,4.986711832100239,0.7841267253243279,578,Unknown
Micro_P_0000501,-22.17,-47.9,4.7463395271884,0.7449197535864406,585,Unknown
Micro_P_0000502,-22.17,-47.9,4.757052138966046,0.7572190628989844,535,Unknown
Micro_P_0000503,-22.17,-47.9,4.8661661127983376,0.7827689310971688,501,Unknown
Micro_P_0000504,-22.17,-47.9,4.764916817725549,0.7867074023637779,427,Unknown
Micro_P_0000505,-22.17,-47.9,4.777140993819253,0.772481561823306,485,Unknown
Micro_P_0000506,-22.17,-47.9,4.5073484930121825,0.7471049355678343,417,Unknown
Micro_P_0000507,-22.17,-47.9,4.605938750960888,0.7771210119341352,375,Unknown
Micro_P_0000508,-22.17,-47.9,4.5066346186083575,0.7206200800167154,520,Unknown
Micro_P_0000509,-22.17,-47.9,4.756030503506225,0.7621506839616435,513,Unknown
Micro_P_0000510,-22.17,-47.9,4.706893480042835,0.7718655533285482,445,Unknown
Micro_P_0000511,-22.17,-47.9,4.636162687535354,0.7294027941351403,576,Unknown
Micro_P_0000002,-23.29,-47.65,3.9419095290560837,0.5806342518843255,888,Unknown
Micro_P_0000003,-23.19,-48.12,4.374765433308197,0.6520445654936224,820,Unknown
Micro_P_0000004,-23.04,-48.05,4.7584893967817345,0.7421435228046973,609,Unknown
Micro_P_0000005,-22.96,-49.29,3.907359160333587,0.5950287915382836,711,Unknown
Micro_P_0000007,-24.32,-49.15,3.1353510005931526,0.5611618870549555,267,Unknown
Micro_P_0000008,-24.22,-48.77,2.9004320374519077,0.45031145952763896,627,Unknown
Micro_P_0000009,-24.01,-48.34,4.08568605235796,0.6561731295200909,506,Unknown
Micro_P_0000010,-19.98,-50.14,2.581271443915924,0.43321373968786053,387,Unknown
Micro_P_0000011,-19.99,-50.62,3.5896637534127125,0.5141359693835914,1077,Unknown
Micro_P_0000012,-20.36,-50.96,4.131153031285388,0.5845430969241457,1173,Unknown
Micro_P_0000013,-22.47,-46.63,4.821611331632795,0.7038719017267194,944,Unknown
Micro_P_0000014,-22.83,-45.64,4.21536832145105,0.6212237674878819,885,Unknown
Micro_P_0000015,-22.85,-45.26,4.365855352569753,0.6809075320422487,609,Unknown
Micro_P_0000016,-22.69,-44.35,3.46837892466555,0.5774517136277632,406,Unknown
Micro_P_0000017,-23.04,-45.01,4.454086517333955,0.759981058428704,351,Unknown
Micro_P_0000018,-21.18,-48.74,3.1896920890298697,0.4634538421120466,975,Unknown
Micro_P_0000020,-20.81,-49.48,4.7778646542751915,0.7397978310607668,638,Unknown
Micro_P_0000021,-20.81,-49.48,5.338374296144714,0.700734883578803,2035,Unknown
Micro_P_0000022,-21.32,-49.51,3.5138084150936764,0.6186094432263614,293,Unknown
Micro_P_0000025,-21.51,-49.9,4.1527716223586,0.6835448715362201,435,Unknown
Micro_P_0000026,-21.07,-49.67,4.0097031466635515,0.6974133019766301,314,Unknown
Micro_P_0000027,-20.94,-50.51,4.987813927944261,0.7702672772859869,649,Unknown
Micro_P_0000028,-20.94,-50.51,5.1814767208296955,0.7084436552147854,1501,Unknown
Micro_P_0000029,-21.24,-50.73,5.25940426080845,0.7245943260988692,1420,Unknown
Micro_P_0000030,-21.24,-50.73,5.138488419284132,0.706574109654656,1440,Unknown
Micro_P_0000031,-21.53,-51.36,4.496176180131343,0.6780863930054413,758,Unknown
Micro_P_0000032,-21.57,-50.6,4.3118580824199775,0.689051954560429,522,Unknown
Micro_P_0000033,-21.92,-50.57,4.505394833816252,0.7335342552159867,465,Unknown
Micro_P_0000034,-22.09,-49.72,3.3546357460319447,0.5861074285219661,306,Unknown
Micro_P_0000039,-21.89,-51.82,4.799820478557098,0.6903506125279064,1046,Unknown
Micro_P_0000040,-22.2,-52.33,4.6264936467630395,0.614237852584075,1867,Unknown
Micro_P_0000041,-22.46,-51.76,3.9951861790103598,0.5436672234216495,1554,Unknown
Micro_P_0000042,-22.71,-51.14,4.535585036727181,0.7356492526478703,476,Unknown
Micro_P_0000043,-23.42,-45.04,5.613543748377642,0.6568192574965485,5149,Unknown
Micro_P_0000045,-23.59,-45.35,5.120147088297202,0.6883413671285519,1700,Unknown
Micro_P_0000046,-23.59,-45.35,5.399473672079303,0.6912150459211969,2469,Unknown
Micro_P_0000047,-23.93,-46.21,4.8317548495651605,0.6446171451962155,1800,Unknown
Micro_P_0000048,-23.93,-46.21,5.404832585512844,0.657965245422421,3694,Unknown
Micro_P_0000049,-24.09,-46.62,4.577994660011587,0.7445748176096483,468,Unknown
Micro_P_0000050,-24.09,-46.62,5.001539679982725,0.6618462873775943,1914,Unknown
Micro_P_0000051,-24.09,-46.62,4.714085681260563,0.6509295872940375,1397,Unknown
Micro_P_0000052,-24.27,-47.27,3.6652783754284695,0.6885725162630143,205,Unknown
Micro_P_0000053,-24.6,-48.58,3.5658372411607564,0.6123663294371084,338,Unknown
Micro_P_0000054,-24.54,-48.73,5.381274090221674,0.6797591020746112,2742,Unknown
Micro_P_0000055,-24.54,-48.73,5.22459602155473,0.662382296097705,2664,Unknown
Micro_P_0000056,-24.57,-49.18,3.889681703482104,0.6611369302306004,359,Unknown
Micro_P_0000057,-24.57,-48.18,5.214798980096127,0.7080341404920107,1580,Unknown
Micro_P_0000058,-24.57,-48.18,5.317010371202075,0.6849526032211941,2351,Unknown
Micro_P_0000086,-24.53,-48.12,4.403810533329857,0.6343576960333314,1035,Unknown
Micro_P_0000059,-23.42,-46.02,3.613222102561048,0.5827299018743732,493,Unknown
Micro_P_0000060,-23.35,-46.83,4.812898496130232,0.6983690885178266,984,Unknown
Micro_P_0000061,-23.35,-46.83,4.913141190539196,0.705109818203238,1062,Unknown
Micro_P_0000062,-24.48,-47.55,4.628281454226743,0.7440261016508236,503,Unknown
Micro_P_0000063,-24.48,-47.55,5.151005125575178,0.6903846529245993,1739,Unknown
Micro_P_0000071,-22.48,-47.41,4.537497927930205,0.647177212978631,1109,Unknown
Micro_P_0000073,-23.16,-47.13,7.430765473537373,0.8737437820054541,4937,Unknown
Micro_P_0000074,-22.63,-47.06,4.072566014801022,0.5764621268439731,1170,Unknown
Micro_P_0000079,-23.61,-47.23,4.697158845364806,0.6267068008861411,1799,Unknown
Micro_P_0000080,-23.55,-47.96,4.441887395311872,0.6355235836140013,1085,Unknown
Micro_P_0000081,-22.88,-46.4,4.617022009569769,0.6671349747976514,1013,Unknown
Micro_P_0000084,-22.1,-51.49,4.951733773710377,0.7203361638430332,967,Unknown
Micro_P_0000085,-23.93,-47.06,4.714085681260563,0.6509295872940375,1397,Unknown
Micro_P_0000088,-21.42,-48.51,4.879242945302772,0.6479325286546599,1864,Unknown
Micro_P_0000089,-21.98,-46.67,4.7729659394012245,0.6780108275386807,1141,Unknown
Micro_P_0000352,-31.71,-60.76,5.2130040789556595,0.7967942561196457,694,Unknown
Micro_P_0000353,-31.71,-60.76,4.440080773715765,0.7289205211476268,442,Unknown
Micro_P_0000354,-31.74,-60.74,5.276161030052895,0.7855410677525544,826,Unknown
Micro_P_0000355,-31.74,-60.74,5.282789409033983,0.8169921389529125,643,Unknown
Micro_P_0000356,-31.72,-60.73,5.60686538705372,0.831815040937924,846,Unknown
Micro_P_0000357,-31.75,-60.76,5.6577202316051425,0.8371768444342335,861,Unknown
Micro_P_0000358,-31.75,-60.8,5.615319135693252,0.7934045468032884,1185,Unknown
Micro_P_0000359,-31.78,-60.69,5.558780068689638,0.8246812704079791,846,Unknown
Micro_P_0000360,-31.78,-60.69,5.8568169995989265,0.840882905722348,1059,Unknown
Micro_P_0000361,-31.82,-60.71,5.909546666244992,0.8557425134946942,998,Unknown
Micro_P_0000362,-31.82,-60.71,5.45103598519357,0.8335445121737398,692,Unknown
Micro_P_0000363,-31.83,-60.71,5.6609884653310285,0.8366580055757701,868,Unknown
Micro_P_0000364,-31.84,-60.73,5.53587456383578,0.8448482106812237,701,Unknown
Micro_P_0000365,-31.84,-60.73,5.008687291813786,0.7349997450053056,911,Unknown
Micro_P_0000367,-31.68,-60.54,5.506936077537331,0.8104887636632248,893,Unknown
Micro_P_0000368,-31.68,-60.54,5.78902297923349,0.831714621818319,1054,Unknown
Micro_P_0000369,-31.69,-60.55,5.760218519606106,0.8205216580207702,1119,Unknown
Micro_P_0000370,-31.69,-60.55,5.531984784411197,0.813773650303339,896,Unknown
Micro_P_0000371,-31.69,-60.55,5.486162452587457,0.8062414757532755,902,Unknown
Micro_P_0000372,-31.69,-60.55,5.8211483275758535,0.847835810980249,959,Unknown
Micro_P_0000399,-31.65,-60.59,5.360871147033096,0.8276816460957321,650,Unknown
Micro_P_0000400,-31.65,-60.59,5.625085302219142,0.8209115841322976,946,Unknown
Micro_P_0000401,-31.65,-60.59,5.207521996601408,0.8236406899711644,557,Unknown
Micro_P_0000402,-31.65,-60.59,5.694660773851147,0.8457330878696789,840,Unknown
Micro_P_0000373,-31.67,-60.51,5.664015947924597,0.8310321490238843,912,Unknown
Micro_P_0000374,-31.67,-60.51,5.530214310922176,0.8185913957071643,859,Unknown
Micro_P_0000375,-31.67,-60.51,5.740929456380065,0.8283578085340026,1023,Unknown
Micro_P_0000376,-31.67,-60.51,5.39420656355057,0.8012533770472602,839,Unknown
Micro_P_0000377,-31.67,-60.51,5.687783961692821,0.8384949554219225,883,Unknown
Micro_P_0000378,-31.67,-60.51,5.750465364564431,0.8286863990393059,1032,Unknown
Micro_P_0000379,-31.64,-60.47,5.641731658349112,0.8483451020822149,773,Unknown
Micro_P_0000380,-31.64,-60.47,5.490752566808477,0.81080992598544,873,Unknown
Micro_P_0000381,-31.64,-60.47,5.676910168382464,0.8492505473258023,800,Unknown
Micro_P_0000382,-31.66,-60.49,5.5114743593786795,0.7952497686681247,1023,Unknown
Micro_P_0000383,-31.66,-60.49,4.924321199350727,0.7693942378771175,602,Unknown
Micro_P_0000384,-31.66,-60.49,5.596024039976972,0.8064302133184245,1032,Unknown
Micro_P_0000385,-31.66,-60.49,5.836644413253991,0.8292120902616357,1140,Unknown
Micro_P_0000386,-31.66,-60.5,5.640169790840707,0.8458273443443257,787,Unknown
Micro_P_0000387,-31.66,-60.5,5.4630329904311585,0.7921234040172069,989,Unknown
Micro_P_0000388,-31.66,-60.5,5.316229886556951,0.8017619870175602,758,Unknown
Micro_P_0000389,-31.66,-60.5,5.709862043925694,0.8210148873090919,1048,Unknown
Micro_P_0000390,-31.67,-60.49,5.969942264844928,0.8425099184440052,1195,Unknown
Micro_P_0000391,-31.66,-60.49,5.1703302205079495,0.856655807545928,418,Unknown
Micro_P_0000392,-31.66,-60.49,5.495320756766585,0.8164174683133008,838,Unknown
Micro_P_0000393,-31.66,-60.49,5.6802431283822115,0.8319495586663639,923,Unknown
Micro_P_0000394,-31.65,-60.53,5.618272459284158,0.8326343703700795,852,Unknown
Micro_P_0000395,-31.66,-60.53,5.355106102150276,0.7983063472684359,819,Unknown
Micro_P_0000396,-31.65,-60.53,5.242802313056005,0.7880520446496554,775,Unknown
Micro_P_0000397,-31.65,-60.53,5.697429705859058,0.8531203715001585,795,Unknown
Micro_P_0000398,-31.65,-60.53,5.482432891681608,0.8186359347933614,810,Unknown
Micro_P_0000404,-31.64,-60.57,5.644305489418554,0.8203474431074596,973,Unknown
Micro_P_0000405,-31.64,-60.57,5.4377101268501375,0.7957975814394302,928,Unknown
Micro_P_0000406,-31.65,-60.58,4.759341590692489,0.7678241401441448,492,Unknown
Micro_P_0000407,-31.65,-60.57,4.623861461274851,0.7368982991899458,531,Unknown
Micro_P_0000408,-31.65,-60.57,5.522145896131096,0.7891490033950076,1094,Unknown
Micro_P_0000409,-31.63,-60.58,5.348475903780951,0.8066251384227114,758,Unknown
Micro_P_0000410,-31.63,-60.56,4.2226725319453235,0.7059655765019663,396,Unknown
Micro_P_0000411,-31.63,-60.56,5.259448923370447,0.7810983226392995,840,Unknown
Micro_P_0000412,-31.63,-60.56,5.723929959963429,0.8275503534726807,1009,Unknown
Micro_P_0000206,-36.2,-57.74,4.603607791473523,0.7347783666193303,526,Unknown
Micro_P_0000207,-36.79,-57.79,4.482342179273006,0.7048180069663595,578,Unknown
Micro_P_0000208,-37.1,-57.51,3.9627685309236034,0.7770337884347834,164,Unknown
Micro_P_0000209,-36.95,-56.98,4.757793097231282,0.6933828692505085,955,Unknown
Micro_P_0000210,-37.06,-57.0,3.890872234049851,0.642399039746472,427,Unknown
Micro_P_0000211,-37.65,-57.41,5.369918145508805,0.7896740951435519,898,Unknown
Micro_P_0000212,-37.94,-57.74,4.027407403808596,0.6525603989114653,479,Unknown
Micro_P_0000213,-37.87,-57.98,2.9458040339344214,0.5379026092295377,239,Unknown
Micro_P_0000214,-35.58,-58.04,4.357147249550671,0.6567276614295022,761,Unknown
Micro_P_0000438,-35.6,-58.03,5.830144847348723,0.8376226410316843,1054,Unknown
Micro_P_0000439,-35.6,-58.03,5.548539222553911,0.8181041139405261,882,Unknown
Micro_P_0000440,-35.6,-58.03,5.216308744306256,0.775655412576573,833,Unknown
Micro_P_0000441,-35.6,-58.03,5.546245552355972,0.8096559709756107,944,Unknown
Micro_P_0000442,-35.6,-58.03,5.638886051813509,0.8261547239103323,921,Unknown
Micro_P_0000471,-35.85,-57.87,5.559571020924888,0.830460748937035,808,Unknown
Micro_P_0000472,-35.85,-57.87,5.431073625641703,0.818594386863318,761,Unknown
Micro_P_0000473,-35.85,-57.87,5.121222202604974,0.7665519531300952,797,Unknown
Micro_P_0000474,-35.85,-57.87,4.725921256663886,0.7455787826696665,566,Unknown
Micro_P_0000475,-35.85,-57.87,5.243231672461691,0.7729589128344982,883,Unknown
Micro_P_0000215,-35.6,-57.81,4.20010086692092,0.6975725924355819,412,Unknown
Micro_P_0000216,-35.85,-57.87,4.801409048841377,0.7560219570956326,573,Unknown
Micro_P_0000217,-35.78,-57.87,5.24254493607387,0.7709432092751729,898,Unknown
Micro_P_0000218,-38.42,-61.76,4.380422328109569,0.6679308035251953,705,Unknown
Micro_P_0000219,-37.9,-62.55,4.856876965765483,0.7527650518561696,634,Unknown
Micro_P_0000220,-37.89,-62.55,4.69843540111517,0.7126351682874382,730,Unknown
Micro_P_0000221,-38.65,-63.09,4.2538965142644365,0.6955479964304411,453,Unknown
Micro_P_0000222,-38.93,-61.37,4.818255695302593,0.6960138020728601,1015,Unknown
Micro_P_0000223,-38.35,-60.45,5.203911768911111,0.8077422312391879,628,Unknown
Micro_P_0000224,-38.43,-60.32,4.589285379296268,0.718170976399837,596,Unknown
Micro_P_0000225,-38.52,-60.14,5.471569122247237,0.8216440343734182,780,Unknown
Micro_P_0000226,-38.05,-60.03,5.496264858168153,0.8213084398895221,806,Unknown
Micro_P_0000227,-37.41,-59.81,4.475127490639568,0.6685957100586878,807,Unknown
Micro_P_0000228,-37.41,-59.8,4.513517488368615,0.7126666993060585,563,Unknown
Micro_P_0000229,-37.34,-60.12,4.769996707684767,0.7389388042645463,636,Unknown
Micro_P_0000230,-35.54,-58.11,5.119747011946876,0.8254280846533618,494,Unknown
Micro_P_0000231,-35.81,-58.05,5.055971557642996,0.7815390207604805,645,Unknown
Micro_P_0000232,-35.88,-58.04,4.409360397811586,0.7527160658084352,350,Unknown
Micro_P_0000233,-35.76,-57.94,4.7210474609801505,0.7255026863222376,670,Unknown
Micro_P_0000234,-35.69,-57.95,4.68658782224583,0.6875120151841327,913,Unknown
Micro_P_0000235,-35.69,-57.95,4.545470061090596,0.6910255193741892,719,Unknown
Micro_P_0000236,-36.94,-62.33,4.372875855154481,0.6918266342925561,556,Unknown
Micro_P_0000237,-37.01,-62.43,4.446546724486328,0.7260043402565388,457,Unknown
Micro_P_0000238,-37.01,-62.58,5.387355684437223,0.7818402684728345,983,Unknown
Micro_P_0000239,-37.13,-62.81,3.0838406863465737,0.6054165525938329,163,Unknown
Micro_P_0000240,-37.35,-62.94,4.525683259875725,0.737095823444231,464,Unknown
Micro_P_0000241,-37.55,-62.78,4.422473405075719,0.7080367933375783,516,Unknown
Micro_P_0000242,-36.48,-60.89,5.026818679004114,0.7690157327992097,690,Unknown
